itr,acc,d_loss,g_loss,w_distance,fid
0,46.875,0.7290109395980835,0.06983551383018494,0.6591754257678986,0.0019679290338802968
1,50.0,0.6700390577316284,0.0420679897069931,0.6279710680246353,0.0016718172141797724
2,50.0,0.6545552611351013,0.06861259043216705,0.5859426707029343,0.0018148155547811
3,50.0,0.5805527567863464,0.11928647756576538,0.461266279220581,0.0015644854761745644
4,50.0,0.4852448105812073,0.1968334913253784,0.2884113192558289,0.0015916709132371195
5,100.0,0.3532189726829529,0.2456684410572052,0.10755053162574768,0.002283412881273645
6,100.0,0.19750818610191345,0.2840584516525269,0.0865502655506134,0.0020597907158056285
7,100.0,0.10544978082180023,0.2573349475860596,0.15188516676425934,0.0027716333770775397
8,100.0,0.04754393547773361,0.17221936583518982,0.1246754303574562,0.0012931479035486273
9,100.0,0.04473964497447014,0.06604552268981934,0.0213058777153492,0.0011548384390944945
10,100.0,0.02294811233878136,0.13998372852802274,0.1170356161892414,0.003107967142246001
11,100.0,0.015270009636878969,0.08815394341945648,0.07288393378257751,0.003939279202041879
12,100.0,0.0224527008831501,0.039266105741262436,0.016813404858112342,0.005886140523502812
13,100.0,0.012644308619201185,0.11356062442064285,0.10091631580144167,0.0038787675723840906
14,100.0,0.026121923699975014,0.08083897829055786,0.05471705459058285,0.005923615603256961
15,96.875,0.0897442027926445,0.6965450048446655,0.606800802052021,0.005958557702698839
16,100.0,0.031219188123941418,2.0016434192657457,1.9704242311418056,0.00597519008133025
17,100.0,0.032153304666280746,1.1493351459503174,1.1171818412840366,0.006306120226756681
18,100.0,0.05431879684329033,1.136383056640625,1.082064259797335,0.011804836620186243
19,96.875,0.07177235186100006,1.7460830211639404,1.6743106693029404,0.014075436583837276
20,100.0,0.0324278324842453,2.0101971626281743,1.9777693301439283,0.016810837999014498
21,96.875,0.0668872594833374,3.581486225128174,3.5145989656448364,0.01451365905363485
22,100.0,0.07581399381160736,4.334413528442384,4.258599534630776,0.01581553278820072
23,100.0,0.0755816325545311,3.003809690475464,2.9282280579209328,0.025661208085488264
24,90.625,0.22004397213459007,6.034542560577393,5.814498588442802,0.01767374401984443
25,96.875,0.18142127990722656,6.69818925857544,6.516767978668213,0.016456011295079256
26,96.875,0.153575137257576,4.277873992919922,4.124298855662347,0.018394385772010486
27,84.375,0.2978579699993133,6.767904281616211,6.470046311616898,0.010819942173253608
28,93.75,0.19004125893116,6.700173377990723,6.510132119059563,0.012035655291585762
29,96.875,0.2037246823310852,5.391021728515625,5.18729704618454,0.022507822321856108
30,100.0,0.12991338968276978,5.846894264221191,5.716980874538423,0.008782794700779152
31,96.875,0.11608842015266416,5.189601898193359,5.073513478040695,0.011624463230627158
32,93.75,0.1844746321439743,6.580227851867676,6.3957532197237015,0.011814975072679316
33,100.0,0.1294218897819519,7.137472152709961,7.008050262928009,0.01696333834774858
34,93.75,0.2288382649421692,6.2497758865356445,6.0209376215934745,0.008465344518151728
35,100.0,0.09342999011278152,6.361696243286133,6.268266253173351,0.012546186586768879
36,96.875,0.16401192545890808,5.649453163146973,5.4854412376880655,0.007534575973923369
37,100.0,0.09369944036006927,6.373871803283691,6.280172362923622,0.00806630304419734
38,100.0,0.09748424589633944,7.139505386352539,7.0420211404562,0.009457225091295757
39,100.0,0.1741490513086319,7.096675395965576,6.922526344656942,0.008630758899429679
40,93.75,0.2302068173885345,7.906606674194336,7.6763998568058,0.008740337357797159
41,96.875,0.22490660846233368,7.813535690307617,7.5886290818452835,0.007058334044764534
42,90.625,0.3699661493301392,7.616733551025391,7.2467674016952515,0.006456174647749754
43,100.0,0.15323679149150848,7.783978462219237,7.630741670727731,0.008242454625062677
44,93.75,0.2165896147489548,6.858084201812744,6.641494587063789,0.010248489468332131
45,96.875,0.19094449281692505,6.936793804168701,6.745849311351776,0.008005498373786571
46,100.0,0.1953669786453247,7.628985404968263,7.433618426322937,0.008887115099642542
47,96.875,0.18713876605033875,7.173665523529053,6.986526757478714,0.008812241779739013
48,96.875,0.18861182034015656,6.981235504150393,6.792623683810233,0.009148947481702387
49,93.75,0.15522240102291107,6.5826969146728525,6.4274745136499405,0.008716510567525797
50,90.625,0.1952280700206757,6.701963424682617,6.5067353546619415,0.005257502603502056
51,93.75,0.18272680044174194,7.345817565917969,7.163090765476228,0.00409559661281607
52,90.625,0.2484531253576279,7.0846357345581055,6.836182609200478,0.01052252254291287
53,87.5,0.26419714093208313,8.166290283203125,7.902093142271043,0.0057542280338319365
54,100.0,0.15690559148788452,8.434757232666017,8.277851641178131,0.007403567815524066
55,93.75,0.27807170152664185,7.436222076416016,7.158150374889374,0.008168729768361745
56,100.0,0.1677442342042923,7.146596908569336,6.978852674365044,0.008999868359835869
57,75.0,0.5203602910041809,8.360407829284668,7.840047538280487,0.006137131502235935
58,90.625,0.2973585426807404,9.00818920135498,8.71083065867424,0.0052716852741263856
59,84.375,0.3384350538253784,6.5302019119262695,6.191766858100891,0.006885836225691916
60,93.75,0.1859723925590515,6.154913902282715,5.968941509723662,0.004369677964990138
61,96.875,0.13948100805282593,5.9424095153808585,5.8029285073280334,0.004523080763118379
62,90.625,0.2599138617515564,7.572225570678711,7.312311708927154,0.005078533530896118
63,96.875,0.20722568035125727,7.809223175048827,7.601997494697571,0.006466729004094118
64,87.5,0.3739069104194641,7.404973983764647,7.031067073345183,0.003977451439441439
65,84.375,0.3065603077411652,6.875825881958008,6.569265574216843,0.004317263585136474
66,93.75,0.22988699376583105,7.197262287139893,6.967375293374063,0.004335195738029485
67,93.75,0.2736797332763672,7.878623008728027,7.60494327545166,0.003206556769751257
68,93.75,0.28248268365859985,7.091605186462402,6.8091225028038025,0.0035829264089955928
69,87.5,0.3894402086734772,6.235780715942383,5.8463405072689065,0.005193553234905593
70,90.625,0.2551145851612091,7.173954963684082,6.918840378522872,0.004481698909978482
71,81.25,0.37071356177330017,6.8414201736450195,6.470706611871719,0.004325749135344408
72,100.0,0.204652339220047,7.546582221984862,7.341929882764816,0.003734343847615197
73,90.625,0.3403734266757965,6.573040008544923,6.232666581869125,0.0031998811521903978
74,96.875,0.2167532444000244,6.782000541687013,6.565247297286987,0.004265442658160803
75,93.75,0.2652842104434967,5.946467399597168,5.681183189153671,0.003430326032500037
76,93.75,0.22082258760929108,6.8321967124938965,6.611374124884605,0.0036800228699782438
77,93.75,0.3221762776374817,7.0549583435058585,6.732782065868378,0.004441724931227016
78,93.75,0.2293694317340851,7.456560134887695,7.22719070315361,0.003495832555394978
79,96.875,0.22712168097496035,6.2872724533081055,6.060150772333144,0.0027091090166328005
80,87.5,0.29039961099624634,6.032544136047362,5.742144525051117,0.0031659628586947442
81,93.75,0.23793768882751465,6.354351997375487,6.116414308547974,0.003542454436932865
82,93.75,0.226719617843628,6.852558135986327,6.6258385181427,0.003463817148619791
83,93.75,0.2473001182079315,5.979816436767577,5.732516318559648,0.002668614995202878
84,90.625,0.26229220628738403,6.053130149841309,5.790837943553925,0.003141968682241394
85,87.5,0.2640329003334045,6.69464921951294,6.430616319179535,0.002473456639307259
86,96.875,0.14993338286876678,6.933685302734375,6.783751919865607,0.0026057433633644078
87,81.25,0.332664430141449,7.105485916137695,6.772821485996246,0.002457627268267376
88,78.125,0.3665478229522705,6.8515167236328125,6.484968900680543,0.0032267723017899053
89,93.75,0.2993117868900299,6.953972816467285,6.654661029577255,0.0031456088820742533
90,84.375,0.24122992157936096,5.62062406539917,5.379394143819809,0.0023934394265160692
91,75.0,0.44857257604599,6.55556583404541,6.10699325799942,0.0029610199052305434
92,93.75,0.21925237774848927,6.070034980773926,5.850782603025436,0.002074690845447841
93,87.5,0.2561500668525696,7.986811637878418,7.730661571025847,0.00275495779485317
94,93.75,0.3087993860244751,6.8936519622802725,6.584852576255798,0.002632851602750514
95,90.625,0.27489739656448364,6.5705156326293945,6.295618236064911,0.002461311287731624
96,93.75,0.22740666568279266,6.842348575592041,6.614941909909248,0.00366724931244476
97,90.625,0.2357132434844971,6.112937450408936,5.8772242069244385,0.00280543284610456
98,93.75,0.2920168936252594,5.9002742767333975,5.608257383108139,0.002703534957307527
99,96.875,0.23677368462085724,5.86953067779541,5.632756993174553,0.003101316936787468
100,96.875,0.1473860740661621,6.1461567878723145,5.998770713806152,0.002201421858704536
101,96.875,0.2029331922531128,6.592588424682617,6.389655232429504,0.0028910966949623005
102,93.75,0.22239908576011647,5.695348739624023,5.472949653863907,0.002190694033602868
103,90.625,0.2199736833572388,6.801009178161621,6.581035494804382,0.0021570173788296046
104,100.0,0.1407775580883026,6.792503356933594,6.651725798845291,0.0023809542195471173
105,90.625,0.2239387035369873,5.664124488830566,5.440185785293579,0.002798489564550553
106,96.875,0.2325250208377838,6.635775566101074,6.40325054526329,0.0028338741481634946
107,87.5,0.31706398725509644,5.859306335449219,5.542242348194122,0.0025497759340799265
108,100.0,0.14379891753196716,6.3791399002075195,6.235340982675552,0.00223845575994021
109,96.875,0.22311130166053766,5.168407917022705,4.945296615362167,0.001985184284899847
110,87.5,0.2510796785354614,6.871853828430176,6.620774149894714,0.0019137758597157363
111,87.5,0.25599405169487,5.045705795288086,4.789711743593216,0.0017321879594521699
112,90.625,0.21554584801197046,6.6557254791259775,6.440179631114006,0.001692222828892367
113,93.75,0.2189500331878662,6.946648597717285,6.727698564529419,0.002109232824986161
114,93.75,0.20505249500274653,5.734509468078612,5.529456973075867,0.0019278453678313442
115,93.75,0.263810396194458,5.99972677230835,5.7359163761138925,0.0027474226173735336
116,93.75,0.2262330353260041,5.873241424560548,5.647008389234543,0.0021248333620563628
117,87.5,0.262928307056427,5.6560540199279785,5.3931257128715515,0.0019497529323733765
118,90.625,0.25618141889572144,5.4632229804992685,5.207041561603546,0.002555045034430598
119,84.375,0.3607650995254517,5.204012870788574,4.8432477712631234,0.002511054110829137
120,96.875,0.19272568821907046,5.321398735046387,5.128673046827316,0.002251044512042612
121,90.625,0.21193036437034607,6.015971183776856,5.8040408194065085,0.001735594056284417
122,96.875,0.19410917162895205,5.872344017028809,5.6782348453998575,0.0023628414132548553
123,84.375,0.2811187505722046,5.046287536621094,4.765168786048888,0.0018500687556187968
124,100.0,0.22339798510074613,5.910591125488281,5.687193140387535,0.0013743417129535626
125,93.75,0.2746510505676269,5.575056076049805,5.300405025482178,0.0014844669298216431
126,93.75,0.3010518550872803,4.735161304473877,4.434109449386597,0.0022903430490573023
127,96.875,0.18747887015342712,5.471222400665283,5.283743530511857,0.0015231978946605286
128,93.75,0.1972990185022354,5.137850761413574,4.940551742911339,0.0016829265811463244
129,87.5,0.2865259647369385,4.751885414123535,4.465359449386597,0.0012728810260819801
130,87.5,0.37551888823509216,4.664065361022949,4.288546472787857,0.0014339851675900673
131,93.75,0.1846461296081543,5.894947528839111,5.710301399230957,0.001139276021327692
132,87.5,0.2553071081638336,5.301891326904297,5.046584218740462,0.0013995880369827686
133,78.125,0.3148736953735352,5.590211868286133,5.275338172912598,0.0010611393280989274
134,84.375,0.3003829121589661,4.763043403625488,4.462660491466521,0.0016798274422930998
135,84.375,0.2929976582527161,5.937599182128906,5.64460152387619,0.0015272253137024662
136,100.0,0.16991695761680606,4.890502452850342,4.720585495233537,0.002213112871937239
137,96.875,0.1974175870418549,5.113655090332031,4.916237503290176,0.0011721942053770009
138,100.0,0.1327531784772873,6.270749092102051,6.1379959136247635,0.0014630642969168824
139,90.625,0.2646477818489075,4.686161994934082,4.421514213085175,0.0010592419649132175
140,90.625,0.2354860901832581,5.020457267761231,4.784971177577972,0.0037859817649963335
141,87.5,0.2335363328456879,6.4781389236450195,6.244602590799332,0.001710536767846427
142,93.75,0.2811161577701569,4.758512496948242,4.477396339178084,0.0018518648731116237
143,87.5,0.2558046281337738,4.463807106018066,4.2080024778842935,0.0008975902979544055
144,90.625,0.20635953545570374,5.045037269592285,4.8386777341365805,0.001397443311969258
145,84.375,0.314533531665802,4.669539928436278,4.355006396770477,0.001000240424695553
146,90.625,0.18447214365005493,5.363703727722168,5.179231584072113,0.0009692347982550221
147,90.625,0.2560860216617584,5.270096778869629,5.014010757207871,0.0009391532964431453
148,84.375,0.31146085262298584,5.036269664764403,4.7248088121414185,0.0008552123151727886
149,96.875,0.17179280519485474,5.206603527069092,5.034810721874237,0.0012568139988062758
150,93.75,0.22953614592552185,5.013983249664307,4.784447103738786,0.001254994540798468
151,93.75,0.280649334192276,4.722526550292969,4.441877216100694,0.0016059543979888838
152,93.75,0.2272299826145172,5.402041435241699,5.174811452627181,0.0015801253019758976
153,78.125,0.4364322423934937,5.677121162414551,5.240688920021056,0.0022080039953851073
154,87.5,0.25530245900154114,5.16274881362915,4.907446354627608,0.0014561200342831225
155,100.0,0.149013951420784,4.974572658538818,4.825558707118034,0.0009681469927563824
156,93.75,0.2348505258560181,4.622117042541504,4.387266516685487,0.0011365862007829842
157,84.375,0.2545929551124573,5.332103729248047,5.07751077413559,0.0017103907561486873
158,93.75,0.21284592151641848,4.815675735473633,4.6028298139572135,0.00170154687844474
159,96.875,0.18711493909358973,4.933123588562012,4.746008649468422,0.0016611844964586511
160,84.375,0.3188974857330322,4.800595283508301,4.4816977977752686,0.0013783666559173365
161,78.125,0.3435774147510529,4.741354942321777,4.3977775275707245,0.0013666821506763773
162,84.375,0.2681846022605896,3.97507905960083,3.706894457340241,0.0005253563822249397
163,90.625,0.2969752550125122,4.362068176269531,4.065092921257018,0.0015691220476592956
164,90.625,0.2924247086048126,4.6087379455566415,4.316313236951828,0.002179575929227228
165,87.5,0.3021228015422821,4.316889762878418,4.014766961336137,0.0006692610074970637
166,78.125,0.3799135982990265,4.094989776611328,3.7150761783123016,0.001175683871503099
167,87.5,0.3741910457611084,3.881447076797485,3.507256031036377,0.0010252105422056807
168,93.75,0.26760855317115784,5.266027450561523,4.998418897390367,0.0007423031108051601
169,78.125,0.3878405690193176,4.197633743286134,3.809793174266815,0.000883107321894925
170,84.375,0.2388661205768585,4.764761924743652,4.525895804166794,0.0006936634939320463
171,75.0,0.3595488965511322,3.33917236328125,2.9796234667301182,0.0008640105171576635
172,90.625,0.2665725946426392,4.8611741065979,4.594601511955262,0.0007736318139250456
173,96.875,0.1861264407634735,5.259112358093262,5.072985917329788,0.0006062538052492602
174,81.25,0.33434516191482544,5.057013988494873,4.722668826580048,0.0014133434878817956
175,84.375,0.4103139638900757,4.227429389953613,3.8171154260635376,0.0008765638984247982
176,90.625,0.28403061628341675,4.248788356781007,3.964757740497589,0.0006950237201306927
177,90.625,0.2724951505661011,3.987804889678955,3.7153097391128536,0.0009482026018976056
178,75.0,0.3605937957763672,4.491103172302246,4.130509376525879,0.0006165236041251914
179,93.75,0.265542209148407,4.7926530838012695,4.527110874652863,0.0009471033342083119
180,84.375,0.3373921513557434,4.3496294021606445,4.012237250804901,0.0007802043501886943
181,84.375,0.34927308559417725,3.927065849304199,3.577792763710022,0.0005994762858202296
182,78.125,0.4705103635787964,4.4301185607910165,3.9596081972122192,0.0007940675666097792
183,96.875,0.2139955312013626,4.36242151260376,4.148425981402397,0.0007759389606370963
184,75.0,0.4520750045776367,3.987490177154541,3.5354151725769043,0.0006748465673202546
